"","F238","F256","F262","F175","FB78","F146","F198","F142","F276","1651","CTS4","F165","F246","RTM4","F237","F239","F153","FB15","F236","F284","FB02","FB27","BOXR","F164","F242","F258","FB20","ULYS","F209","F159","F233","F222","F220","F228","C114","F179","FB11","F187","F197","F243","F270","F280","FB90","1092","1316","F109","F131","1231","F123","F199","F266","F254","FB44","F110","SOLB","WLET","C258","C935","F221","F252","FB25","F108","F194","SCSM","LNLD","STE1","TNBP","F264","F196","F268","ORNG","F234","F247","1315","FB10","FB66","1753","F278","FB07","C548","C655","FB54","FB65","PSDQ","1253","F125","F148","HOV2","HOVC","1511","F151","F126","F162","F227","F272","F138","F213","F241","F133","F245","HAIR","HLP4","F135","C555","F282","FB33","FB55","F128","FB92","F173","F250","F137","F235","C874","FB87","B053","F224","RTM5","RTMW","1494","DAB1","DABL","PSC3","F205","MPTB","RY34","BRD3","C798","FB79","F207","C835","DAFT","F248","JOSC","FB28","C911","F217","TDTC","ULY2","1673","1711","AMV1","AMVM","F167","F171","LNL1","FB35","SCS1","HWK3","IKN2","4C4C","HBM3","HBMB","F190","HOVA","ZELD","ZEL2","2253","F223","F225","LNCC","WENT","F113","F274","F178","F188","NIP2","BIK2","BIKO","MTBG","MUC4","MUCH","2193","F219","1495","F149","F229","LNPF","2151","F215","F232","F155","PSC6","F211","AMTS","PRST","TKID","C834","F182","F154","F102","HIQQ","SCS2","CMRS","LNC2","LNPC","ULY3","MLVN","JETY","F240","1414","C912","C991","F141","F176","F185","HITS","1134","1317","FRN3","FRNG","HSN4","HSNS","F114","1454","LIZ1","STEW","MORN","GRGO","HSN3","B207","OIEA","PRF2","YOKE","ZEDC","1992","BKHO","BNST","PHL2","CATW","LIZD","PRFR","MJM2","F158","F231","1791","2091","4NIC","BNDS","BTWO","CASA","CENT","HAAK","HVT1","HVTI","J001","NIGT","PMTI","BUBB","GPHK","VCRO","BOO3","BOOT","PNB3","PNBT","UND2","UNDG","VSTH","YANK","RTM3","JPJK","GADG","PFYT","PIHI","RNMK","HVMS","CW32","CWM3","HBM4","MANT","HMLC","BBLN","HOKA","TRIM","1593","DAB2","C330","PSC5","TCT1","1456","F180","HMLT","M145","MEAD","MIDF","MTSS","Q5LA","BLNK","HLPC","B023","LDM3","SIMP","TDTL","2152","2194","SGL1","ATMM","BASH","GRW2","B531","1496","FZJS","NYDT","TCTV","2231","CL-4942","ENM2","LBHL","R27L","MORB","NKAL","SQBT","LYFN","TRIF","1674","KNNN","F193","BRAN","BRN1","NADW","MFLC","GUPN","MM72","LWHP","RTM2","GRWW","JBAK","WLDC","RCNM","DAIN","1556","F249","BBRD","L108","PHIL","FFCH","SPEG","CRUM","LLLN","SNOT","BARE","NEWT","OCTV","LCKL","WRTH","QECD","WTKN"
"SCS2",34,38,38,64,47,58,37,48,46,31,17,32,47,25,34,34,32,34,35,43,34,42,31,40,42,43,45,21,50,61,51,51,26,40,51,84,51,62,67,66,45,60,45,48,52,54,66,65,65,42,53,30,30,30,27,18,44,35,40,39,44,21,19,19,25,20,18,32,46,46,18,30,63,42,36,23,38,38,38,70,56,71,56,20,40,40,62,18,17,44,43,23,23,39,43,68,64,54,56,57,30,31,57,67,56,66,66,43,41,49,52,50,39,27,27,28,20,20,21,25,22,30,16,24,26,33,17,33,35,47,25,18,23,15,23,30,32,31,25,28,19,23,22,29,23,20,24,20,31,22,24,17,19,19,17,18,19,25,24,23,29,25,48,39,41,41,20,20,20,21,18,18,25,23,20,21,36,22,38,61,35,58,18,36,18,18,18,38,37,18,22,22,0,27,23,23,19,21,19,19,19,23,24,19,34,16,25,46,59,42,42,19,19,22,17,16,17,17,10,17,18,19,20,17,18,34,18,16,16,15,17,15,17,17,15,47,39,15,15,17,16,19,15,18,19,16,18,17,18,16,16,17,17,18,18,17,18,17,18,21,15,15,18,17,17,16,19,19,18,17,16,15,15,16,41,25,46,16,20,19,15,17,19,15,15,15,15,16,19,20,19,17,26,49,20,16,17,17,16,22,19,18,14,18,22,16,15,15,16,15,16,15,16,16,20,15,18,21,21,18,16,16,15,15,17,16,15,15,15,15,23,15,17,16,17,15,17,16,15,15,15,16,15,15,15,15,15
"CMRS",33,37,37,63,46,57,36,47,45,30,16,31,46,24,29,29,31,33,34,42,33,41,24,37,39,42,44,18,49,60,50,50,23,37,50,83,50,61,66,65,44,59,44,47,51,53,65,64,64,41,52,29,29,29,26,19,43,34,39,38,43,20,18,20,32,19,17,31,45,45,17,29,62,41,35,22,37,37,37,69,55,70,55,19,39,39,59,17,16,41,40,14,14,38,42,67,63,53,55,56,15,16,56,66,55,65,65,42,40,48,51,49,38,26,26,19,19,19,20,18,21,21,15,23,27,32,16,32,34,46,26,17,24,14,22,25,29,26,20,27,18,28,31,28,22,27,23,33,26,21,23,16,18,16,16,17,18,22,21,20,22,18,47,38,40,40,19,19,19,20,19,19,24,22,19,16,35,13,37,60,34,57,17,35,17,17,17,37,36,17,21,21,27,0,10,10,16,20,18,16,14,20,21,14,31,13,2,45,58,41,41,18,18,21,16,15,16,16,23,16,17,18,19,16,17,33,19,15,15,14,16,14,16,16,14,46,38,14,14,16,15,18,14,19,20,15,17,16,17,15,15,16,16,17,17,16,17,16,15,18,16,14,17,16,16,15,18,18,17,16,15,14,14,15,40,16,45,15,19,18,14,16,18,14,14,14,14,15,18,17,12,14,17,48,19,15,16,16,15,13,14,17,19,17,21,17,14,14,15,14,15,14,13,15,19,14,17,20,20,17,15,15,14,14,16,15,14,14,14,14,22,14,16,15,16,14,16,15,14,14,14,15,14,14,14,14,14
"LNC2",29,33,33,59,42,53,32,43,41,26,12,27,42,20,25,25,27,29,30,38,29,37,20,35,37,38,40,14,45,56,46,46,19,33,46,79,46,57,62,61,40,55,40,43,47,49,61,60,60,37,48,25,25,25,22,15,39,30,35,34,39,16,14,16,28,15,13,27,41,41,13,25,58,37,31,18,33,33,33,65,51,66,51,15,35,35,55,13,12,37,36,12,12,34,38,63,59,49,51,52,19,20,52,62,51,61,61,38,36,44,47,45,34,22,22,17,15,15,14,18,17,19,11,19,23,28,12,28,30,42,22,13,20,10,18,21,25,22,18,23,14,24,27,24,18,23,19,29,24,17,19,12,14,14,12,13,14,18,17,16,20,14,43,34,36,36,15,15,15,16,15,15,20,18,15,14,31,7,33,56,30,53,13,31,13,13,13,33,32,13,15,15,23,10,0,0,10,16,14,12,12,16,17,12,27,9,10,41,54,37,37,14,14,17,12,11,12,12,19,12,13,14,15,12,13,29,15,11,11,10,12,10,12,12,10,42,34,10,10,12,11,14,10,15,16,11,13,12,13,11,11,12,12,13,13,12,13,12,13,14,12,10,13,12,12,11,14,14,13,12,11,10,10,11,36,14,41,11,15,14,10,12,14,10,10,10,10,11,14,13,8,8,17,44,15,11,12,12,11,11,12,13,15,13,17,13,10,10,11,10,11,10,9,11,15,10,13,16,16,13,11,11,10,10,12,11,10,10,10,10,18,10,12,11,12,10,12,11,10,10,10,11,10,10,10,10,10
"LNPC",29,33,33,59,42,53,32,43,41,26,12,27,42,20,25,25,27,29,30,38,29,37,20,35,37,38,40,14,45,56,46,46,19,33,46,79,46,57,62,61,40,55,40,43,47,49,61,60,60,37,48,25,25,25,22,15,39,30,35,34,39,16,14,16,28,15,13,27,41,41,13,25,58,37,31,18,33,33,33,65,51,66,51,15,35,35,55,13,12,37,36,12,12,34,38,63,59,49,51,52,19,20,52,62,51,61,61,38,36,44,47,45,34,22,22,17,15,15,14,18,17,19,11,19,23,28,12,28,30,42,22,13,20,10,18,21,25,22,18,23,14,24,27,24,18,23,19,29,24,17,19,12,14,14,12,13,14,18,17,16,20,14,43,34,36,36,15,15,15,16,15,15,20,18,15,14,31,7,33,56,30,53,13,31,13,13,13,33,32,13,15,15,23,10,0,0,10,16,14,12,12,16,17,12,27,9,10,41,54,37,37,14,14,17,12,11,12,12,19,12,13,14,15,12,13,29,15,11,11,10,12,10,12,12,10,42,34,10,10,12,11,14,10,15,16,11,13,12,13,11,11,12,12,13,13,12,13,12,13,14,12,10,13,12,12,11,14,14,13,12,11,10,10,11,36,14,41,11,15,14,10,12,14,10,10,10,10,11,14,13,8,8,17,44,15,11,12,12,11,11,12,13,15,13,17,13,10,10,11,10,11,10,9,11,15,10,13,16,16,13,11,11,10,10,12,11,10,10,10,10,18,10,12,11,12,10,12,11,10,10,10,11,10,10,10,10,10
"ULY3",25,29,29,55,38,49,28,39,37,22,8,23,38,10,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,27,14,29,29,29,61,47,62,47,11,31,31,53,9,8,35,34,12,12,30,34,59,55,45,47,48,19,20,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,9,8,16,13,21,7,15,19,24,8,24,26,38,18,9,16,6,14,19,23,20,12,19,10,20,23,20,14,19,15,25,22,13,15,8,10,10,8,9,10,16,15,14,18,16,39,30,32,32,11,11,11,12,11,11,16,14,11,12,27,11,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,16,10,10,0,12,10,10,10,14,15,10,25,7,16,37,50,33,33,10,10,13,8,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,10,10,9,8,7,6,6,7,32,16,37,7,11,10,6,8,10,6,6,6,6,7,10,11,10,8,17,40,11,7,8,8,7,13,10,9,11,9,13,9,6,6,7,6,7,6,7,7,11,6,9,12,12,9,7,7,6,6,8,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,6,6
"MLVN",27,31,31,57,40,51,30,41,39,24,10,25,40,18,27,27,25,27,28,36,27,35,24,33,35,36,38,14,43,54,44,44,19,33,44,77,44,55,60,59,38,53,38,41,45,47,59,58,58,35,46,23,23,23,20,13,37,28,33,32,37,14,12,12,22,13,11,23,39,39,11,23,56,35,29,16,31,31,31,63,49,64,49,13,33,33,55,11,10,37,36,16,16,32,36,61,57,47,49,50,23,24,50,60,49,59,59,36,34,42,45,43,32,20,20,21,13,13,14,18,15,23,9,17,21,26,10,26,28,40,20,11,18,8,16,23,25,24,18,21,12,18,21,20,16,17,15,21,24,15,17,10,12,12,10,11,12,18,17,16,22,18,41,32,34,34,13,13,13,12,11,11,18,16,13,14,29,15,31,54,28,51,11,29,9,9,9,31,30,11,15,15,21,20,16,16,12,0,4,12,12,16,17,12,27,9,18,39,52,35,35,12,12,15,10,9,10,10,17,10,11,12,13,10,11,27,13,9,9,8,10,8,10,10,8,40,32,6,6,6,7,8,6,9,10,7,9,8,11,9,9,10,10,11,11,10,11,10,11,14,10,8,11,10,10,9,12,12,11,10,9,8,8,9,34,18,39,9,13,12,8,10,12,8,8,8,8,9,12,13,12,10,19,42,13,9,10,10,9,15,12,9,13,11,15,11,8,8,9,8,9,8,9,9,11,8,11,14,14,9,7,7,8,8,10,9,8,8,8,6,16,8,8,7,10,8,10,9,8,8,8,9,8,8,8,8,8
"JETY",25,29,29,55,38,49,28,39,37,22,8,23,38,16,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,10,22,11,9,21,37,37,9,21,54,33,27,14,29,29,29,61,47,62,47,11,31,31,53,9,8,35,34,14,14,30,34,59,55,45,47,48,21,22,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,11,12,16,13,21,7,15,19,24,8,24,26,38,18,9,16,6,14,21,23,22,16,19,10,18,21,18,14,17,15,21,22,13,15,8,10,10,8,9,10,16,15,14,20,16,39,30,32,32,11,11,11,10,9,9,16,14,11,12,27,13,29,52,26,49,9,27,7,7,7,29,28,9,13,13,19,18,14,14,10,4,0,10,10,14,15,10,25,7,16,37,50,33,33,10,10,13,8,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,4,4,4,5,6,4,7,8,5,7,6,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,10,10,9,8,7,6,6,7,32,16,37,7,11,10,6,8,10,6,6,6,6,7,10,11,10,8,17,40,11,7,8,8,7,13,10,7,11,9,13,9,6,6,7,6,7,6,7,7,9,6,9,12,12,7,5,5,6,6,8,7,6,6,6,4,14,6,6,5,8,6,8,7,6,6,6,7,6,6,6,6,6
"F240",25,29,29,55,38,49,28,39,37,22,8,23,38,16,23,23,23,25,26,34,25,33,20,31,33,34,36,12,41,52,42,42,17,31,42,75,42,51,56,55,36,49,36,39,43,45,57,54,54,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,27,14,29,29,29,61,47,62,47,11,31,31,53,9,8,33,32,14,14,30,34,59,53,45,47,48,19,20,48,58,47,57,57,34,32,40,41,41,30,18,18,17,11,11,12,14,13,19,7,15,19,24,8,24,26,38,18,9,16,6,14,17,21,18,16,19,10,20,23,20,14,19,15,25,20,13,15,8,10,10,8,9,10,16,15,14,18,14,37,28,32,32,11,11,11,12,11,11,16,14,11,10,27,13,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,16,12,12,10,12,10,0,8,14,15,8,25,7,14,37,50,33,33,10,10,13,8,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,10,8,6,9,8,8,7,10,10,9,8,7,6,6,7,32,14,37,7,11,10,6,8,10,6,6,6,6,7,10,11,8,8,17,40,11,7,8,8,7,11,8,9,11,9,13,9,6,6,7,6,7,6,3,7,11,6,9,12,12,9,7,7,6,6,8,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,6,6
"1414",25,29,29,55,38,49,28,39,37,22,8,23,38,16,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,27,14,29,29,29,61,47,62,47,11,31,31,51,9,8,31,30,8,8,30,34,59,55,45,47,48,19,20,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,11,12,12,13,21,7,15,19,24,8,24,26,38,18,9,16,6,14,19,19,22,14,19,10,20,23,20,14,19,15,25,22,13,15,8,10,10,8,9,10,14,13,12,14,16,39,30,32,32,11,11,11,12,11,11,16,14,11,12,27,11,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,14,12,12,10,12,10,8,0,12,13,0,23,5,12,37,50,33,33,10,10,13,8,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,10,10,9,8,7,6,6,7,32,16,37,7,11,10,6,8,10,6,6,6,6,7,10,11,10,8,17,40,11,7,8,8,7,13,10,9,11,9,13,9,6,6,7,6,7,6,5,7,11,6,9,12,12,9,7,7,6,6,8,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,6,6
"C912",29,33,33,59,42,53,32,43,41,26,12,27,42,20,29,29,27,29,30,38,29,37,26,33,35,38,40,16,45,56,46,46,21,35,46,79,46,57,62,61,40,55,40,43,47,49,61,60,60,37,48,25,25,25,22,15,39,30,35,34,39,16,14,16,28,15,13,27,39,39,11,25,58,37,31,18,33,33,33,65,51,66,51,15,35,35,55,13,12,37,36,16,16,34,38,63,59,49,51,52,25,26,52,62,51,61,61,38,36,44,47,45,34,22,22,23,15,15,16,20,17,25,11,19,23,28,12,28,30,42,22,13,20,10,18,25,23,26,20,23,14,24,27,24,18,23,19,29,26,17,19,12,14,14,12,13,14,18,17,16,22,20,43,34,36,36,15,15,15,16,15,15,20,18,15,16,31,15,33,54,30,53,13,31,13,13,13,33,32,13,17,17,23,20,16,16,14,16,14,14,12,0,1,12,27,7,18,41,54,37,37,14,14,17,12,11,12,12,19,12,13,14,15,12,13,29,15,11,11,10,12,10,12,12,10,42,34,10,10,12,11,14,10,15,16,11,13,12,13,11,11,12,12,13,13,12,13,12,13,16,12,10,13,12,12,11,14,14,13,12,11,10,10,11,36,20,41,11,15,14,10,12,14,10,10,10,10,11,14,15,14,12,21,42,15,11,12,12,11,17,14,13,15,13,17,13,10,10,11,10,11,10,11,11,15,10,13,16,16,13,11,11,10,10,12,11,10,10,10,10,18,8,12,11,12,10,12,11,10,10,10,11,10,10,10,10,10
"C991",30,34,34,60,43,54,33,44,42,27,13,28,43,21,30,30,28,30,31,39,30,38,25,34,36,39,41,17,46,57,47,47,22,36,47,80,47,58,63,62,41,56,41,44,48,50,62,61,61,38,49,26,26,26,23,16,40,31,36,35,40,17,15,17,29,16,14,28,40,40,12,26,59,38,32,19,34,34,34,66,52,67,52,16,36,36,56,14,13,38,37,17,17,35,39,64,60,50,52,53,26,27,53,63,52,62,62,39,37,45,48,46,35,23,23,24,16,16,17,21,18,26,12,20,24,29,13,29,31,43,23,14,21,11,19,24,22,25,19,24,15,25,28,25,19,24,20,30,27,18,20,13,15,15,13,14,15,19,18,17,21,21,44,35,37,37,16,16,16,17,16,16,21,19,16,17,32,16,34,55,31,54,14,32,14,14,14,34,33,14,16,16,24,21,17,17,15,17,15,15,13,1,0,13,28,8,19,42,55,38,38,15,15,18,13,12,13,13,20,13,14,15,16,13,14,30,16,12,12,11,13,11,13,13,11,43,35,11,11,13,12,15,11,16,17,12,14,13,14,12,12,13,13,14,14,13,14,13,14,17,13,11,14,13,13,12,15,15,14,13,12,11,11,12,37,21,42,12,16,15,11,13,15,11,11,11,11,12,15,14,15,13,20,43,16,12,13,13,12,18,15,14,16,14,18,14,11,11,12,11,12,11,12,12,16,11,14,17,17,14,12,12,11,11,13,12,11,11,11,11,19,9,13,12,13,11,13,12,11,11,11,12,11,11,11,11,11
"F141",25,29,29,55,38,49,28,39,37,22,8,23,38,16,25,25,23,25,26,34,25,33,22,31,33,34,36,12,41,52,42,42,17,31,42,75,42,53,58,57,36,51,36,39,43,45,57,56,56,33,44,21,21,21,18,11,35,26,31,30,35,12,10,12,24,11,9,23,37,37,9,21,54,33,27,14,29,29,29,61,47,62,47,11,31,31,51,9,8,31,30,8,8,30,34,59,55,45,47,48,19,20,48,58,47,57,57,34,32,40,43,41,30,18,18,19,11,11,12,12,13,21,7,15,19,24,8,24,26,38,18,9,16,6,14,19,19,22,14,19,10,20,23,20,14,19,15,25,22,13,15,8,10,10,8,9,10,14,13,12,14,16,39,30,32,32,11,11,11,12,11,11,16,14,11,12,27,11,29,52,26,49,9,27,9,9,9,29,28,9,13,13,19,14,12,12,10,12,10,8,0,12,13,0,23,5,12,37,50,33,33,10,10,13,8,7,8,8,15,8,9,10,11,8,9,25,11,7,7,6,8,6,8,8,6,38,30,6,6,8,7,10,6,11,12,7,9,8,9,7,7,8,8,9,9,8,9,8,9,12,8,6,9,8,8,7,10,10,9,8,7,6,6,7,32,16,37,7,11,10,6,8,10,6,6,6,6,7,10,11,10,8,17,40,11,7,8,8,7,13,10,9,11,9,13,9,6,6,7,6,7,6,5,7,11,6,9,12,12,9,7,7,6,6,8,7,6,6,6,6,14,6,8,7,8,6,8,7,6,6,6,7,6,6,6,6,6
"F176",40,44,44,70,53,62,43,54,52,35,23,36,51,31,36,36,38,40,41,47,40,46,37,44,46,49,51,27,56,61,55,53,32,44,57,88,57,66,73,72,49,64,49,54,56,60,68,69,69,48,59,36,36,36,33,26,50,41,46,45,50,27,25,27,39,26,24,38,52,52,24,36,69,48,40,29,44,38,38,74,60,75,60,24,46,46,62,24,23,48,47,27,27,43,49,74,70,58,62,63,36,37,63,73,62,72,72,49,47,53,58,56,43,33,33,34,26,26,27,29,28,34,22,30,34,39,23,39,41,53,33,24,31,21,25,36,36,37,31,34,25,35,38,35,29,34,30,40,35,28,30,23,25,25,23,24,25,27,26,25,31,31,52,45,45,45,26,26,26,27,26,26,31,25,24,25,42,26,44,67,39,62,24,42,24,24,24,44,43,24,28,28,34,31,27,27,25,27,25,25,23,27,28,23,0,20,29,50,61,48,48,25,25,28,21,22,23,23,30,23,24,25,26,23,24,40,26,22,22,21,23,21,23,21,19,53,45,21,21,23,22,25,21,26,27,22,24,23,24,22,22,21,21,22,22,21,22,21,24,27,23,21,24,23,23,22,23,23,24,23,22,21,21,22,41,29,52,20,26,21,21,21,21,21,21,21,21,22,25,26,25,23,32,55,22,22,23,23,22,28,23,24,26,24,26,24,21,21,22,21,22,21,22,22,26,21,24,27,27,24,22,22,21,21,21,22,21,21,21,21,29,21,23,22,23,21,23,22,21,21,21,22,21,21,21,19,19
"F185",22,26,26,52,35,46,25,36,34,19,5,20,35,13,22,22,20,22,23,31,22,30,19,28,30,31,33,9,38,49,39,39,14,28,39,72,39,50,55,54,33,48,33,36,40,42,54,53,53,30,41,18,18,18,15,8,32,23,28,27,32,9,7,9,21,8,6,20,34,34,4,18,51,30,24,11,26,26,26,58,44,59,44,8,28,28,48,6,5,30,29,9,9,27,31,56,52,42,44,45,18,19,45,55,44,54,54,31,29,37,40,38,27,15,15,16,8,8,9,13,10,18,4,12,16,21,5,21,23,35,15,6,13,3,11,18,18,19,13,16,7,17,20,17,11,16,12,22,19,10,12,5,7,7,5,6,7,11,10,9,15,13,36,27,29,29,8,8,8,9,8,8,13,11,8,9,24,8,26,49,23,46,6,24,6,6,6,26,25,6,10,10,16,13,9,9,7,9,7,7,5,7,8,5,20,0,11,34,47,30,30,7,7,10,5,4,5,5,12,5,6,7,8,5,6,22,8,4,4,3,5,3,5,5,3,35,27,3,3,5,4,7,3,8,9,4,6,5,6,4,4,5,5,6,6,5,6,5,6,9,5,3,6,5,5,4,7,7,6,5,4,3,3,4,29,13,34,4,8,7,3,5,7,3,3,3,3,4,7,8,7,5,14,37,8,4,5,5,4,10,7,6,8,6,10,6,3,3,4,3,4,3,4,4,8,3,6,9,9,6,4,4,3,3,5,4,3,3,3,3,11,1,5,4,5,3,5,4,3,3,3,4,3,3,3,3,3
"HITS",31,35,35,61,44,55,34,45,43,28,14,29,44,22,27,27,29,31,32,40,31,39,22,35,37,40,42,16,47,58,48,48,21,35,48,81,48,59,64,63,42,57,42,45,49,51,63,62,62,39,50,27,27,27,24,17,41,32,37,36,41,18,16,18,30,17,15,29,43,43,15,27,60,39,33,20,35,35,35,67,53,68,53,17,37,37,57,15,14,39,38,14,14,36,40,65,61,51,53,54,13,14,54,64,53,63,63,40,38,46,49,47,36,24,24,17,17,17,18,16,19,19,13,21,25,30,14,30,32,44,24,15,22,12,20,25,27,26,20,25,16,26,29,26,20,25,21,31,24,19,21,14,16,14,14,15,16,20,19,18,22,16,45,36,38,38,17,17,17,18,17,17,22,20,17,14,33,13,35,58,32,55,15,33,15,15,15,35,34,15,19,19,25,2,10,10,16,18,16,14,12,18,19,12,29,11,0,43,56,39,39,16,16,19,14,13,14,14,21,14,15,16,17,14,15,31,17,13,13,12,14,12,14,14,12,44,36,12,12,14,13,16,12,17,18,13,15,14,15,13,13,14,14,15,15,14,15,14,13,16,14,12,15,14,14,13,16,16,15,14,13,12,12,13,38,14,43,13,17,16,12,14,16,12,12,12,12,13,16,15,10,12,15,46,17,13,14,14,13,11,12,15,17,15,19,15,12,12,13,12,13,12,11,13,17,12,15,18,18,15,13,13,12,12,14,13,12,12,12,12,20,12,14,13,14,12,14,13,12,12,12,13,12,12,12,12,12
"1134",52,56,56,82,65,76,55,66,64,45,35,44,63,43,52,52,50,52,51,57,50,56,49,58,60,59,61,39,64,71,67,67,42,58,67,86,67,80,83,82,61,76,61,64,70,70,76,81,81,60,69,48,48,48,45,38,62,53,58,57,62,39,37,39,51,38,36,50,62,62,36,48,81,60,52,41,56,50,50,82,62,83,62,38,58,58,72,36,35,48,47,41,41,55,57,82,82,70,58,59,48,49,69,75,70,80,74,61,59,63,68,62,53,45,45,46,38,38,39,43,40,48,34,42,46,51,35,51,53,65,45,36,43,33,41,48,44,49,43,46,37,47,50,47,41,46,42,52,49,40,42,33,37,37,35,36,37,43,42,41,47,43,2,55,57,57,38,38,38,39,38,38,43,39,38,39,54,40,56,75,53,72,36,54,36,36,36,54,53,34,40,40,46,45,41,41,37,39,37,37,37,41,42,37,50,34,43,0,69,44,44,37,37,38,35,34,35,35,42,35,36,37,38,35,36,52,38,34,34,33,35,33,35,35,33,49,53,33,33,35,34,37,33,38,39,34,36,35,36,34,34,35,35,36,36,35,36,35,36,39,35,33,36,35,35,34,37,37,36,35,34,33,33,34,51,43,60,34,38,35,33,35,35,33,33,33,33,34,37,38,37,35,44,63,36,34,35,35,34,40,37,36,38,36,40,36,33,33,34,33,34,33,34,34,38,33,36,39,39,36,34,34,33,33,35,34,33,33,33,33,41,33,35,34,35,33,35,34,33,33,33,34,33,33,33,33,33
"1317",65,67,65,89,78,85,62,75,75,62,48,63,78,56,63,63,63,65,66,72,65,71,60,67,69,74,76,52,71,72,70,80,57,71,76,95,76,87,98,97,76,89,76,79,75,85,7,94,94,69,82,59,59,59,56,51,75,66,71,70,75,52,50,52,64,51,49,63,77,77,49,61,88,73,67,54,67,69,69,95,87,96,87,51,71,71,91,49,48,65,64,54,54,68,74,91,83,83,87,88,61,62,80,90,83,87,89,72,70,74,83,79,68,56,56,57,51,51,52,56,53,59,47,55,55,60,48,62,64,78,58,49,56,46,52,61,61,62,56,57,48,60,63,58,52,59,55,65,56,53,55,48,50,50,48,49,50,56,55,54,60,54,71,66,70,70,51,51,51,52,51,51,56,54,51,52,63,53,69,84,64,81,49,65,49,49,49,69,68,49,53,53,59,58,54,54,50,52,50,50,50,54,55,50,61,47,56,69,0,61,61,50,50,51,48,47,48,48,55,48,49,50,51,48,49,61,51,47,47,46,48,46,48,48,46,62,62,46,46,48,47,50,46,51,52,47,49,48,49,47,47,48,48,49,49,48,49,48,49,52,48,46,49,48,48,47,50,50,49,48,47,46,46,47,56,54,69,47,51,50,46,48,50,46,46,46,46,47,50,51,50,48,57,72,51,47,48,48,47,53,50,49,51,49,53,49,46,46,47,46,47,46,47,47,51,46,49,52,52,49,47,47,46,46,48,47,46,46,46,46,54,46,48,47,48,46,48,47,46,46,46,47,46,46,46,46,46
"FRN3",48,52,52,76,61,70,49,60,60,45,31,46,61,39,48,48,46,48,49,57,48,56,45,50,52,57,59,35,56,71,65,63,40,54,65,80,65,72,79,78,59,70,59,62,60,68,68,79,79,56,67,44,44,44,41,34,54,49,54,53,54,35,33,35,47,34,32,46,60,60,32,44,75,56,50,37,52,52,52,70,64,71,64,34,54,54,72,32,31,40,39,37,37,53,57,74,74,68,70,71,44,45,63,71,66,70,70,57,55,61,66,46,41,41,41,42,34,34,35,39,36,44,30,38,42,47,31,47,49,59,41,32,39,29,35,44,38,45,39,42,33,43,46,43,37,42,38,48,45,36,38,31,33,33,31,32,33,39,38,37,43,39,46,47,53,53,34,34,34,35,34,34,39,37,34,35,48,36,52,71,49,66,32,50,32,32,32,52,51,32,36,36,42,41,37,37,33,35,33,33,33,37,38,33,48,30,39,44,61,0,0,33,33,34,31,30,31,31,38,31,32,33,34,31,32,48,34,30,30,29,31,29,31,31,29,47,47,29,29,31,30,33,29,34,35,30,32,31,32,30,30,27,27,28,28,29,28,29,32,35,31,29,32,31,31,30,33,33,32,31,30,29,29,30,51,39,56,30,34,33,29,31,33,29,29,29,29,30,33,34,33,31,40,59,34,30,31,31,30,36,33,32,34,32,36,32,29,29,30,29,30,29,30,30,34,29,32,35,35,32,30,30,29,29,31,30,29,29,29,29,37,29,31,30,31,29,31,30,29,29,29,30,29,29,29,29,29
